chart,true_label,raw_level,baseline_pred_label,regression_pred_label,regression_pred_level,num_events,chart_span_seconds,events_per_second,mean_density_500ms,p90_density_500ms,touch_ratio,compound_ratio,cross_zone_ratio,inner_add_ge2_ratio,inner_count_ge2_ratio,slide_active_ratio,hold_active_ratio,slide_conflict_ratio,mean_outer_move_dist,mean_slide_span,max_slide_span
11296_master,13+,13.7,13+,13+,13.6949,606.0,156.0,3.8846153846153846,3.6848177660439383,7.000003666562151,0.00825082508250825,0.066006600660066,0.0,0.0033003300330033004,0.0033003300330033004,0.23927392739273928,0.10891089108910891,0.018151815181518153,0.15862211221122113,0.8778877887788779,6.0
11297_master,13,13.5,13,13,13.4983,576.0,132.668919,4.341634833099078,3.1180544163397683,4.999997184632331,0.024305555555555556,0.0625,0.0,0.006944444444444444,0.006944444444444444,0.1892361111111111,0.21180555555555555,0.0763888888888889,0.21028645833333334,0.7118055555555556,5.0
11318_expert,13,13.1,13,13,13.3198,650.0,159.484127,4.075640706237806,3.4753836346210174,4.999997184632331,0.13692307692307693,0.0015384615384615385,0.0,0.0,0.0,0.03538461538461538,0.1753846153846154,0.004615384615384616,0.1398076923076923,0.12461538461538461,5.0
11340_master,13,13.1,13,13,13.5151,401.0,147.0,2.727891156462585,2.2493756862605734,2.999998555520698,0.0024937655860349127,0.06733167082294264,0.004987531172069825,0.0,0.0,0.5935162094763092,0.0,0.13466334164588528,0.15149625935162095,2.27930174563591,7.0
11343_master,13+,13.9,13+,13+,13.5657,646.0,128.210526,5.038587861342992,3.7182658391046326,5.999998956612885,0.015479876160990712,0.05417956656346749,0.0,0.009287925696594427,0.009287925696594427,0.1826625386996904,0.05727554179566564,0.02476780185758514,0.18711300309597523,0.6888544891640866,6.0
11350_master,13,13.2,13,13,13.2869,481.0,129.056604,3.7270467770870526,2.656964032996888,4.000000437829517,0.04781704781704782,0.07276507276507277,0.0,0.006237006237006237,0.006237006237006237,0.18711018711018712,0.14760914760914762,0.0395010395010395,0.13357588357588357,0.6943866943866944,7.0
11351_master,13,13.0,13,13,13.4494,584.0,140.25,4.163992869875223,2.9606156133586463,4.000000437829517,0.0410958904109589,0.039383561643835614,0.0,0.0273972602739726,0.0273972602739726,0.23972602739726026,0.1780821917808219,0.02226027397260274,0.18642979452054795,0.9041095890410958,6.0
11393_master,13+,13.8,13+,13+,13.7449,649.0,139.55,4.6506628448584735,3.7195682528010345,7.000003666562151,0.09861325115562404,0.029275808936825885,0.0,0.009244992295839754,0.012326656394453005,0.15408320493066255,0.13405238828967642,0.030816640986132512,0.17315100154083204,0.5485362095531587,6.0
11394_expert,13,13.0,13,13,13.1741,491.0,139.987805,3.5074483809500405,2.9857427930380163,4.000000437829517,0.08961303462321792,0.020366598778004074,0.0,0.016293279022403257,0.016293279022403257,0.109979633401222,0.12016293279022404,0.008146639511201629,0.17260692464358451,0.40325865580448067,7.0
11398_master,14,14.1,14,14,14.2266,636.0,120.689189,5.269734640440744,4.205974340528304,7.000003666562151,0.07547169811320754,0.059748427672955975,0.0031446540880503146,0.012578616352201259,0.012578616352201259,0.1918238993710692,0.17138364779874213,0.014150943396226415,0.18671383647798742,0.7327044025157232,6.0
11420_master,13,13.2,13,13,13.3028,336.0,107.34375,3.1301310043668122,2.8690466902126257,4.000000437829517,0.1130952380952381,0.11011904761904762,0.0,0.020833333333333332,0.020833333333333332,0.28273809523809523,0.11904761904761904,0.02976190476190476,0.13095238095238096,1.0119047619047619,6.0
11446_expert,13,13.0,13,13,13.3551,534.0,129.910714,4.110515472957834,3.101122640596582,4.999997184632331,0.08614232209737828,0.028089887640449437,0.0,0.024344569288389514,0.024344569288389514,0.11235955056179775,0.1404494382022472,0.013108614232209739,0.13389513108614232,0.3651685393258427,5.0
11490_master,13+,13.7,13+,13+,13.7333,535.0,129.74431800000002,4.123494641206561,3.542055187298693,5.999998956612885,0.21121495327102804,0.06542056074766354,0.011214953271028037,0.03551401869158879,0.03551401869158879,0.16635514018691588,0.2,0.06728971962616823,0.1413551401869159,0.719626168224299,7.0
11546_master,14,14.3,14,14,14.2664,646.0,117.677688,5.489570801221044,4.193497385907594,7.000003666562151,0.02321981424148607,0.02786377708978328,0.0046439628482972135,0.02321981424148607,0.02321981424148607,0.26160990712074306,0.10990712074303406,0.03560371517027864,0.17414860681114552,0.9659442724458205,7.0
11554_expert,13,13.0,13,13,13.4341,522.0,135.075376,3.864508953874761,3.4022983747037965,4.999997184632331,0.04980842911877394,0.022988505747126436,0.0,0.007662835249042145,0.007662835249042145,0.07854406130268199,0.18582375478927204,0.0038314176245210726,0.16738505747126436,0.29118773946360155,6.0
11573_master,13+,13.8,13+,13+,13.7007,598.0,133.00347200000002,4.496123229023675,3.3762533349439985,4.999997184632331,0.033444816053511704,0.033444816053511704,0.005016722408026756,0.013377926421404682,0.013377926421404682,0.2140468227424749,0.10702341137123746,0.051839464882943144,0.17412207357859533,0.7307692307692307,6.0
11578_master,14,14.4,14,14,14.1686,746.0,121.930693,6.118229804533302,4.4276133064866485,7.000003666562151,0.03351206434316354,0.03753351206434316,0.0,0.0013404825737265416,0.0013404825737265416,0.13672922252010725,0.19839142091152814,0.024128686327077747,0.16588471849865952,0.532171581769437,7.0
11590_master,13+,13.8,13+,13+,13.9242,525.0,141.66666600000002,3.7058823703806225,3.472380255250835,5.999998956612885,0.09523809523809523,0.0380952380952381,0.013333333333333334,0.011428571428571429,0.013333333333333334,0.22857142857142856,0.14095238095238094,0.02666666666666667,0.16785714285714284,0.8609523809523809,7.0
11598_master,13,13.2,13,13,13.4129,603.0,145.358108,4.148375404005671,3.2305134248555283,4.000000437829517,0.04975124378109453,0.05140961857379768,0.0,0.01990049751243781,0.01990049751243781,0.13598673300165837,0.11442786069651742,0.004975124378109453,0.17309286898839138,0.5091210613598673,6.0
11620_master,13+,13.8,13+,13+,13.5964,599.0,133.217822,4.4963953846955995,3.355592244358939,4.999997184632331,0.06176961602671119,0.08681135225375626,0.0,0.025041736227045076,0.025041736227045076,0.2020033388981636,0.09515859766277128,0.03171953255425709,0.17237061769616027,0.7879799666110183,7.0
11663_master,14+,14.7,14+,14+,14.768,963.0,159.83588999999998,6.02492969507662,5.946001153902173,8.999999070059587,0.0695742471443406,0.035306334371754934,0.012461059190031152,0.03426791277258567,0.03426791277258567,0.10072689511941849,0.07061266874350987,0.037383177570093455,0.14369158878504673,0.3811007268951194,6.0
11679_master,13+,13.7,13+,13+,13.5499,512.0,134.15492899999998,3.8164829560604523,3.095702043478936,4.999997184632331,0.0625,0.08984375,0.00390625,0.00390625,0.00390625,0.1953125,0.16015625,0.068359375,0.1455078125,0.72265625,6.0
11696_remaster,13,13.1,13,13,13.2164,471.0,147.7973,3.186797052449537,2.3142241757664923,2.999998555520698,0.036093418259023353,0.09341825902335456,0.0,0.014861995753715499,0.014861995753715499,0.26963906581740976,0.04883227176220807,0.036093418259023353,0.17648619957537154,1.0169851380042463,7.0
11708_master,13,13.4,13,13,13.3751,647.0,149.134616,4.3383623289712965,2.816073264809114,4.000000437829517,0.08809891808346214,0.0401854714064915,0.0,0.0865533230293663,0.0865533230293663,0.1901081916537867,0.10510046367851623,0.02472952086553323,0.17870942812982998,0.7202472952086554,6.0
11757_master,13,13.4,13,13,13.4782,672.0,150.171428,4.474885861776583,3.4404751474689226,5.999998956612885,0.09821428571428571,0.05505952380952381,0.002976190476190476,0.05505952380952381,0.05505952380952381,0.15922619047619047,0.08779761904761904,0.008928571428571428,0.16257440476190477,0.5729166666666666,7.0
11765_master,13,13.1,13,13,13.2145,535.0,146.27659500000001,3.657454564074314,2.702802789315708,4.000000437829517,0.04672897196261682,0.044859813084112146,0.0,0.013084112149532711,0.013084112149532711,0.18130841121495328,0.12710280373831775,0.03551401869158879,0.19532710280373833,0.7364485981308411,7.0
11767_master,13,13.0,13,13,13.2714,522.0,133.246753,3.9175438669038334,3.0919530515055293,4.999997184632331,0.02490421455938697,0.03065134099616858,0.0019157088122605363,0.009578544061302681,0.009578544061302681,0.18582375478927204,0.06513409961685823,0.032567049808429116,0.17696360153256704,0.7375478927203065,6.0
11785_master,13,13.1,13,13,13.3,516.0,130.10526299999998,3.966019422288859,2.858526290410671,4.000000437829517,0.06976744186046512,0.0562015503875969,0.0,0.001937984496124031,0.001937984496124031,0.16279069767441862,0.08527131782945736,0.001937984496124031,0.16061046511627908,0.5562015503875969,6.0
11790_master,14,14.2,14,14,14.1357,656.0,132.631579,4.946031744069035,4.286585303101067,7.000003666562151,0.06707317073170732,0.11585365853658537,0.010670731707317074,0.003048780487804878,0.003048780487804878,0.13567073170731708,0.17530487804878048,0.018292682926829267,0.18978658536585366,0.4649390243902439,7.0
11793_master,13,13.2,13,13,13.3813,577.0,147.081081,3.9230062498656775,3.0537254431208827,4.000000437829517,0.01559792027729636,0.05719237435008666,0.0,0.0,0.0,0.16984402079722705,0.14211438474870017,0.012131715771230503,0.17504332755632582,0.6308492201039861,6.0
11794_master,13,13.4,13,13,13.4822,542.0,136.47058800000002,3.9715517309854333,2.7970473191870173,4.000000437829517,0.012915129151291513,0.05719557195571956,0.0,0.0018450184501845018,0.0018450184501845018,0.29704797047970477,0.07380073800738007,0.027675276752767528,0.19049815498154982,1.0756457564575646,6.0
11843_master,13,13.1,13,13,13.2851,533.0,151.428572,3.51981130747241,2.643526223421888,4.000000437829517,0.06191369606003752,0.06941838649155722,0.005628517823639775,0.043151969981238276,0.043151969981238276,0.2326454033771107,0.13320825515947468,0.04127579737335835,0.16088180112570358,0.8667917448405253,7.0
11879_master,14+,14.9,14+,14+,14.8395,989.0,155.965471,6.3411471376250965,5.225479751449074,8.00000380397483,0.043478260869565216,0.043478260869565216,0.0020222446916076846,0.0010111223458038423,0.0010111223458038423,0.16177957532861476,0.1698685540950455,0.06875631951466127,0.16013650151668352,0.6238624873609707,7.0
11880_master,13+,13.7,13+,13+,13.6928,587.0,149.010989,3.9393067849512766,3.1533213045972475,4.999997184632331,0.03577512776831346,0.0868824531516184,0.0068143100511073255,0.008517887563884156,0.008517887563884156,0.3049403747870528,0.08858603066439523,0.03577512776831346,0.16609880749574105,1.1260647359454856,6.0
11918_master,14,14.3,14,14,14.1017,650.0,144.257812,4.505821840691719,3.9876913461169665,5.999998956612885,0.024615384615384615,0.07846153846153846,0.007692307692307693,0.021538461538461538,0.021538461538461538,0.1646153846153846,0.1723076923076923,0.03230769230769231,0.14326923076923076,0.5676923076923077,5.0
135_master,13,13.2,13,13,13.1594,235.0,79.756098,2.9464831642089613,2.5617012571278184,4.000000437829517,0.0,0.02553191489361702,0.0,0.0,0.0,0.2936170212765957,0.22127659574468084,0.06382978723404255,0.20957446808510638,1.0212765957446808,4.0
154_expert,13,13.2,13,13,13.1857,407.0,98.421052,4.135294144183706,2.9287461036154383,4.000000437829517,0.0,0.0,0.0,0.0,0.0,0.03931203931203931,0.09828009828009827,0.002457002457002457,0.2195945945945946,0.1375921375921376,4.0
214_master,13,13.2,13,13,13.215,281.0,78.88235300000001,3.5622669622951024,2.3558708198683407,2.999998555520698,0.0,0.0,0.0,0.0,0.0,0.23487544483985764,0.11743772241992882,0.0035587188612099642,0.1338967971530249,0.8861209964412812,4.0
226_master,13,13.4,13,13,13.3389,516.0,118.33333400000001,4.3605633557151355,3.2596892546308665,4.999997184632331,0.0,0.0,0.0,0.0,0.0,0.0755813953488372,0.1182170542635659,0.001937984496124031,0.15721899224806202,0.26356589147286824,4.0
263_master,13,13.3,13,13,13.4217,415.0,118.343559,3.5067392218616646,3.091565457867006,5.999998956612885,0.0,0.04096385542168675,0.0,0.0,0.0,0.20722891566265061,0.1180722891566265,0.004819277108433735,0.2391566265060241,0.7686746987951807,4.0
265_master,13,13.3,13,13,13.048,239.0,123.776223,1.9309039669113186,2.0794971400666555,2.9999985555206985,0.0,0.0,0.0,0.0,0.0,0.3723849372384937,0.28451882845188287,0.04602510460251046,0.14853556485355648,1.3598326359832635,4.0
341_master,13,13.3,13,13,13.2926,355.0,106.0,3.349056603773585,2.5042244185924916,2.999998555520698,0.0,0.09577464788732394,0.0,0.0,0.0,0.24507042253521127,0.18309859154929578,0.011267605633802818,0.1630281690140845,0.7943661971830986,6.0
342_master,13,13.4,13,13,13.2673,485.0,116.40845,4.166364211532754,2.99175177601216,4.000000437829517,0.0,0.0,0.0,0.0,0.0,0.10721649484536082,0.14845360824742268,0.024742268041237112,0.22551546391752578,0.41649484536082476,5.0
351_master,13,13.2,13,13,13.0555,341.0,117.11111100000001,2.9117647086449376,2.322579583272444,2.999998555520698,0.0,0.04985337243401759,0.0,0.0,0.0,0.1935483870967742,0.187683284457478,0.008797653958944282,0.22287390029325513,0.7917888563049853,5.0
366_master,13+,13.7,13+,13+,13.6318,482.0,111.085714,4.338991780707284,3.1058082722582516,4.999997184632331,0.0,0.026970954356846474,0.0,0.0,0.0,0.18049792531120332,0.09336099585062241,0.022821576763485476,0.19942946058091288,0.6639004149377593,6.0
422_master,13+,13.8,13+,13+,13.7051,615.0,123.07692300000001,4.996875003123047,3.3853648569061856,5.999998956612885,0.0,0.07804878048780488,0.0,0.0,0.0,0.1886178861788618,0.10569105691056911,0.014634146341463415,0.1926829268292683,0.7089430894308943,5.0
463_master,13+,13.6,13+,13+,13.6897,654.0,128.313253,5.096901408929287,3.6131488390206745,4.999997184632331,0.0,0.01529051987767584,0.0,0.0,0.0,0.12844036697247707,0.04434250764525994,0.01529051987767584,0.21253822629969418,0.4938837920489297,6.0
466_master,13,13.3,13,13,13.3362,432.0,137.012195,3.1530040081468664,2.2824064370607067,2.999998555520698,0.0,0.1087962962962963,0.0,0.0,0.0,0.2986111111111111,0.14814814814814814,0.034722222222222224,0.18431712962962962,1.1712962962962963,6.0
493_master,13,13.4,13,13,13.4199,386.0,111.62069000000001,3.458140242637812,2.492227080918678,4.000000437829517,0.0,0.23575129533678757,0.0,0.0,0.0,0.3005181347150259,0.19430051813471502,0.05699481865284974,0.2108160621761658,1.160621761658031,5.0
578_master,13,13.2,13,13,13.2434,569.0,141.42857199999997,4.02323230697684,2.7100166265933434,4.000000437829517,0.0,0.019332161687170474,0.0,0.0,0.0,0.1265377855887522,0.1704745166959578,0.029876977152899824,0.19573813708260104,0.5096660808435852,6.0
589_remaster,14,14.3,14,14,14.0144,667.0,126.10227300000001,5.289357472565145,3.6071958171914056,4.999997184632331,0.0,0.038980509745127435,0.0,0.0,0.0,0.280359820089955,0.095952023988006,0.12593703148425786,0.16154422788605696,0.9295352323838081,6.0
622_master,13,13.4,13,13,13.4315,485.0,127.796053,3.7951093841685393,2.668040215382464,4.000000437829517,0.0,0.061855670103092786,0.0,0.0,0.0,0.23711340206185566,0.1402061855670103,0.026804123711340205,0.19922680412371135,0.9072164948453608,6.0
658_expert,13,13.2,13,13,13.1074,409.0,123.666667,3.30727761911785,2.425426870533352,2.9999985555206985,0.0,0.08068459657701711,0.0,0.0,0.0,0.1198044009779951,0.08068459657701711,0.0,0.20232273838630807,0.43031784841075793,6.0
664_expert,13,13.1,13,13,13.231,399.0,115.2,3.4635416666666665,2.4436082087712547,4.000000437829517,0.0,0.12280701754385964,0.0,0.0,0.0,0.24310776942355888,0.2531328320802005,0.03508771929824561,0.20269423558897243,0.8646616541353384,6.0
693_master,13,13.1,13,13,13.2345,446.0,121.23529400000001,3.6787967042006757,2.553810559016808,2.999998555520698,0.0,0.06950672645739911,0.0,0.0,0.0,0.18385650224215247,0.14798206278026907,0.02242152466367713,0.1835762331838565,0.6883408071748879,7.0
70_remaster,14,14.2,14,14,14.1746,476.0,91.1625,5.221445221445221,4.268906905736463,8.00000380397483,0.0,0.02100840336134454,0.0,0.0,0.0,0.19327731092436976,0.3025210084033613,0.012605042016806723,0.17673319327731093,0.7226890756302521,6.0
763_remaster,13,13.2,13,13,13.3081,444.0,143.675676,3.090293446748773,2.6283775146848214,4.000000437829517,0.0,0.08783783783783784,0.0,0.0,0.0,0.2702702702702703,0.12612612612612611,0.033783783783783786,0.17314189189189189,1.0495495495495495,7.0
769_master,13+,13.7,13+,13+,13.6294,534.0,120.833334,4.4193103204451845,3.1779018662299228,4.999997184632331,0.0,0.03932584269662921,0.0,0.0,0.0,0.19850187265917604,0.08239700374531835,0.0299625468164794,0.17649812734082396,0.6816479400749064,6.0
815_master,13,13.3,13,13,13.5026,342.0,105.631579,3.23766815982179,2.6081862249922394,3.900000249598669,0.0,0.1286549707602339,0.0,0.0,0.0,0.35964912280701755,0.16374269005847952,0.03216374269005848,0.19956140350877194,1.4736842105263157,7.0
817_master,13,13.4,13,13,13.4859,522.0,137.14285700000002,3.806250003964843,2.8658993476892243,4.999997184632331,0.0,0.05938697318007663,0.0,0.0,0.0,0.25287356321839083,0.04597701149425287,0.038314176245210725,0.1736111111111111,0.9961685823754789,6.0
