chart,raw_level,bucket_label,cluster_id,distance_to_centroid,pca_x,pca_y
380_master,13.7,13+,0,3.775051,-8.287531,0.42399
381_master,14.0,14,4,4.1478,-2.240982,-2.397373
382_master,13.3,13,4,4.308242,-1.976751,-3.112055
384_master,14.7,14+,4,3.345372,-5.673527,-1.435454
385_expert,13.0,13,2,5.164549,1.789812,-4.680468
385_master,14.5,14,3,3.742206,-12.3714,6.130852
386_master,13.8,13+,6,4.839858,5.160886,-3.9357
387_master,14.5,14,3,5.387594,-11.990065,6.811307
388_expert,13.3,13,2,5.403694,2.617812,-4.919854
388_master,14.2,14,0,4.19811,-8.336453,-0.324466
389_master,13.9,13+,4,3.661723,-4.949771,-1.645645
389_remaster,14.2,14,3,6.020362,-10.715671,4.532441
390_master,14.1,14,0,3.8212,-9.017778,1.139123
400_master,13.8,13+,4,3.6929,-5.571727,-1.610404
401_master,13.7,13+,6,4.256731,4.710676,-3.844492
404_master,13.0,13,1,3.892262,8.702602,-0.327865
408_master,13.3,13,7,4.276698,13.48746,7.858418
410_master,13.4,13,1,5.447193,6.985765,-2.334834
411_master,13.9,13+,3,6.351748,-11.010308,3.630818
413_master,13.4,13,7,7.052092,11.351309,5.147545
417_master,13.4,13,2,5.15027,2.582219,-4.427123
419_master,13.3,13,2,3.526441,1.258097,-4.507737
420_master,13.4,13,4,4.622524,-6.253629,-1.115103
421_master,14.3,14,3,4.512129,-12.10112,6.160432
422_master,13.8,13+,4,2.760731,-5.546198,-1.549476
423_master,13.1,13,1,7.272241,10.743491,4.286266
424_master,13.3,13,1,4.063732,9.110187,2.141487
425_master,13.3,13,2,4.369581,1.1512,-3.048293
426_master,13.4,13,6,3.495463,5.407307,-2.04352
427_master,13.9,13+,4,5.240224,-6.543807,-0.274091
431_expert,13.0,13,6,5.845794,5.87402,-3.380527
431_master,14.4,14,4,3.758671,-4.479529,-1.749437
432_master,14.0,14,6,4.28051,4.305585,-3.712
438_master,13.4,13,6,4.65036,5.387986,-3.508559
439_master,13.9,13+,2,4.961699,3.508145,-4.376905
440_master,13.0,13,1,3.852416,8.281075,-0.48236
446_master,13.9,13+,3,3.799474,-12.223938,6.41684
447_master,13.4,13,6,4.785102,4.492005,-3.104529
448_master,13.6,13+,4,4.850632,-6.306375,-0.558633
451_master,13.8,13+,4,5.099754,-5.442136,-0.849074
453_master,13.5,13,2,5.536878,3.112938,-4.457923
454_master,13.7,13+,4,4.333006,-4.100692,-1.786659
456_expert,13.2,13,2,4.543665,-0.656779,-3.466119
456_master,14.8,14+,3,12.012347,-14.444345,11.209326
459_master,13.3,13,4,4.710951,-1.235841,-3.06411
460_master,13.9,13+,3,5.09583,-11.488733,6.352568
461_master,13.7,13+,2,5.366028,3.77459,-4.708854
462_master,14.4,14,4,3.746114,-5.109778,-1.163447
463_master,13.6,13+,0,5.650946,-6.812624,-0.404328
463_remaster,13.9,13+,0,4.641739,-6.743023,-0.289718
464_master,13.8,13+,0,4.074533,-9.07277,1.885494
464_remaster,14.4,14,0,4.733448,-6.954008,-0.439689
465_master,13.8,13+,1,4.778177,8.680267,0.825517
466_master,13.3,13,1,4.176976,8.269631,-0.641701
467_master,13.8,13+,4,3.949716,-4.525229,-1.525354
471_master,13.3,13,2,4.097539,3.80817,-4.34787
472_master,13.5,13,6,4.696727,6.402378,-2.953387
472_remaster,14.0,14,4,6.351856,-1.745541,-2.429963
477_master,13.8,13+,0,5.899446,-7.493688,1.484901
47_remaster,14.6,14+,6,5.15454,4.722116,-2.407008
480_master,13.2,13,6,4.92428,7.176836,-1.930356
482_master,13.7,13+,6,4.833786,4.635187,-3.384876
488_expert,13.2,13,1,3.35906,8.636574,-1.002141
488_master,14.1,14,0,5.946845,-10.056594,3.119914
490_master,13.8,13+,0,4.670649,-8.255273,-0.20283
492_master,14.0,14,3,3.603024,-12.482225,6.199347
493_master,13.4,13,1,4.749751,10.472057,1.894103
494_master,14.5,14,0,4.374538,-9.244953,2.518306
495_expert,13.2,13,6,4.51475,4.516272,-4.551647
495_master,13.9,13+,3,3.689067,-12.614903,6.257594
496_expert,13.6,13+,4,3.750683,-5.58654,-1.809395
496_master,14.7,14+,3,5.322068,-11.442792,4.904568
496_remaster,14.5,14,0,4.179134,-8.874734,1.871973
506_master,13.3,13,1,6.041468,10.054893,3.334508
507_master,13.0,13,2,3.3664,0.973172,-4.200871
510_master,13.1,13,6,4.284825,5.054999,-3.55588
511_master,13.4,13,4,4.619113,-2.464777,-1.60361
515_master,13.4,13,2,4.652495,2.577999,-4.431223
518_master,13.3,13,6,3.761447,6.475463,-2.228932
519_master,13.6,13+,2,5.24679,2.903422,-3.836359
520_master,13.6,13+,4,4.616147,-1.328154,-3.057512
521_master,13.5,13,1,4.947351,8.438067,-0.6346
522_master,13.2,13,2,3.764245,1.262035,-3.922087
525_remaster,13.4,13,4,5.432674,-6.22773,-0.31142
526_master,13.3,13,2,4.734767,-0.483247,-2.692334
527_master,13.4,13,2,3.659414,1.315137,-4.416828
528_master,13.0,13,4,4.742188,-1.158129,-3.029676
529_master,13.2,13,4,5.667301,-0.541785,-3.215182
530_master,13.8,13+,4,3.270948,-3.118407,-2.106402
531_master,14.6,14+,3,6.485208,-10.609876,4.442186
533_master,13.0,13,2,5.485452,2.183406,-4.599318
534_master,14.0,14,0,6.289921,-9.715172,2.732565
536_master,13.2,13,7,4.656798,13.810913,7.439975
537_master,13.4,13,4,4.349844,-4.628492,-1.997076
538_master,13.3,13,2,4.54695,3.718088,-3.922298
539_master,13.7,13+,4,3.276931,-5.008791,-1.160381
542_master,14.1,14,0,4.301355,-9.155612,1.628682
547_master,13.4,13,4,2.874918,-4.446366,-1.778045
548_master,13.8,13+,4,5.498568,-0.670104,-2.305336
551_master,13.3,13,1,3.351377,9.067079,0.463827
552_master,13.2,13,6,5.108948,7.089932,-1.229856
553_master,13.3,13,2,4.539552,2.187512,-3.707078
555_master,13.4,13,4,3.557733,-5.685901,-1.147057
556_expert,13.1,13,1,5.910478,8.31327,-1.619649
556_master,14.0,14,0,4.481369,-9.339684,1.999369
557_master,13.8,13+,4,4.972886,-0.764055,-2.994096
558_master,13.7,13+,2,6.111155,0.40319,-3.850399
559_master,13.7,13+,2,4.634283,-0.415705,-2.904161
560_master,13.3,13,6,6.140155,5.721484,-3.60153
561_master,13.7,13+,2,4.173423,0.486319,-2.925608
565_master,13.3,13,2,5.710532,0.186628,-3.059448
566_expert,13.3,13,1,3.990834,9.32534,-0.558996
566_master,14.0,14,0,4.94358,-7.15451,-0.247706
567_master,14.3,14,0,6.46807,-10.4486,3.489531
568_master,14.0,14,3,6.602984,-10.845969,3.750418
56_master,13.4,13,7,7.33713,12.037031,4.545079
571_expert,13.0,13,6,5.228442,7.069504,-2.556005
571_master,14.8,14+,0,4.463488,-9.192619,1.938015
572_master,13.9,13+,0,5.186623,-9.987826,3.334288
573_master,13.9,13+,6,6.376947,5.550478,-0.775325
574_master,13.8,13+,7,9.49333,14.785636,11.192715
578_master,13.2,13,4,4.858057,-1.129576,-3.693273
580_master,13.8,13+,6,5.384394,4.705586,-2.484776
581_expert,13.0,13,2,4.328258,0.816949,-3.8022
581_master,14.5,14,3,4.086628,-12.479407,6.814557
582_master,13.3,13,7,4.473055,14.118377,8.540353
584_master,13.3,13,6,3.917804,4.575441,-2.949536
585_master,13.4,13,0,4.602916,-7.743163,0.00352
587_master,13.4,13,6,3.155327,4.551454,-3.489034
589_master,14.4,14,4,3.163883,-4.473569,-2.131466
589_remaster,14.3,14,0,4.544643,-8.041338,0.159256
58_master,13.0,13,7,5.565445,13.579086,8.593768
58_remaster,13.4,13,7,4.547107,12.285489,6.368207
592_master,13.9,13+,6,5.772467,4.085453,-4.183264
593_master,14.2,14,4,3.767641,-5.848334,-1.110027
598_master,13.7,13+,4,2.951855,-4.440641,-2.048354
602_master,13.4,13,4,3.05916,-4.393043,-2.099658
606_expert,13.3,13,1,5.544501,9.240511,-0.232459
606_master,14.0,14,4,5.598237,-6.182956,-1.079488
610_master,13.8,13+,4,3.30139,-5.732353,-1.509485
612_master,13.9,13+,0,3.849961,-8.86507,1.418782
613_master,13.3,13,2,4.545566,-0.43469,-3.47062
614_master,13.7,13+,4,3.718544,-4.939166,-1.409326
615_master,13.2,13,7,6.978928,14.820571,11.384899
61_remaster,14.2,14,6,5.506554,4.111253,-2.757842
621_master,13.3,13,6,5.321246,6.930479,-2.629396
622_master,13.4,13,6,3.930693,4.779093,-3.439089
624_master,13.4,13,2,3.315539,2.450698,-4.456296
625_master,14.0,14,4,4.539467,-6.056514,-1.718237
626_master,13.5,13,4,3.762347,-2.037067,-2.444177
627_master,13.4,13,6,3.634356,5.764843,-2.180184
628_master,13.7,13+,2,3.988157,1.057761,-3.375571
629_master,13.4,13,2,4.48016,2.797832,-3.933378
629_remaster,13.7,13+,4,3.695604,-5.272228,-1.211384
62_remaster,13.1,13,7,8.086644,15.283455,10.800949
630_master,13.4,13,6,4.28984,5.752202,-2.750871
631_master,13.9,13+,0,5.064936,-7.892045,-0.231502
632_master,14.0,14,0,5.111467,-9.59541,2.222865
636_master,13.3,13,1,5.027262,9.747362,-0.019733
640_master,13.3,13,1,5.783626,10.523587,2.491596
641_master,14.2,14,3,4.439104,-12.627696,7.534571
642_master,14.0,14,4,5.601967,-1.043741,-2.713383
643_expert,13.0,13,1,3.456046,9.839803,1.2393
643_master,14.8,14+,4,5.982696,-6.148255,-0.255756
648_master,13.3,13,6,4.724449,4.801136,-4.110167
649_master,13.7,13+,4,3.510482,-3.525745,-2.124195
654_master,13.4,13,7,5.532758,14.018731,8.596922
657_master,13.7,13+,6,3.659311,4.52178,-3.033309
658_expert,13.2,13,1,5.186658,10.139683,-0.184018
658_master,14.0,14,4,4.594746,-6.351957,-0.717579
659_master,13.7,13+,6,5.519189,6.439607,-2.438754
663_master,13.4,13,6,3.598276,6.196265,-2.343769
664_expert,13.1,13,1,3.813683,10.196648,1.308943
664_master,14.4,14,4,4.091435,-2.246034,-2.866043
665_master,13.4,13,2,3.99401,3.112747,-4.001401
666_master,13.9,13+,1,3.362648,8.675361,-0.317287
66_master,13.0,13,7,6.837722,12.198999,4.422572
66_remaster,13.3,13,6,3.94062,6.039941,-2.878772
670_master,13.6,13+,2,5.853257,0.803535,-3.113073
672_master,13.8,13+,6,4.304671,5.781088,-1.414788
673_master,13.5,13,6,3.358374,4.728979,-3.14547
674_master,13.3,13,7,6.675745,11.93188,5.535276
678_master,13.3,13,7,5.631844,12.643785,5.857229
680_master,13.8,13+,2,2.93315,1.387922,-4.276657
681_master,13.5,13,2,4.481834,3.330228,-4.940632
682_master,13.8,13+,0,4.425898,-7.543925,-0.22242
683_master,13.0,13,7,12.419383,17.146818,12.461444
684_master,14.0,14,0,3.944428,-8.491619,1.056597
687_master,13.2,13,1,2.688189,8.649735,0.354612
688_expert,13.0,13,1,3.988694,10.218301,1.128751
688_master,14.1,14,4,4.825035,-1.323081,-2.825061
689_expert,13.3,13,7,7.983547,11.796762,5.14461
689_master,14.6,14+,0,5.859145,-7.202044,-0.040009
690_master,13.3,13,1,4.382184,9.13303,0.830439
692_master,13.4,13,1,4.781584,7.505408,-0.58751
693_master,13.1,13,6,4.157331,6.73664,-2.216483
694_master,13.4,13,1,4.568321,8.842681,1.197774
695_master,13.1,13,6,4.292078,6.330709,-2.17863
696_master,13.4,13,2,4.197853,3.068862,-4.082845
700_master,13.7,13+,0,4.481426,-7.805647,-0.318649
701_master,13.8,13+,4,5.400873,-6.17001,-0.793836
704_master,13.3,13,1,5.798038,8.837063,-0.151592
704_remaster,13.4,13,2,4.429389,3.840941,-4.104609
705_master,13.9,13+,4,2.735471,-4.28784,-2.105338
709_master,13.3,13,6,3.984734,4.160007,-2.980098
70_master,14.4,14,2,4.954002,-0.195017,-4.270975
70_remaster,14.2,14,6,5.660441,4.657251,-3.516742
710_master,13.7,13+,1,4.572032,9.96981,2.321267
711_master,13.8,13+,0,4.129344,-8.432795,0.696245
717_master,13.2,13,7,5.104796,12.159638,6.187829
719_master,14.3,14,3,3.573616,-12.746849,6.976796
71_remaster,13.3,13,1,4.786959,9.926161,2.390342
720_master,13.6,13+,4,6.929109,-1.038413,-2.37773
721_master,13.2,13,2,3.230656,2.662523,-4.06552
723_master,13.4,13,6,3.944014,4.478052,-3.439972
725_master,13.3,13,6,3.808218,4.772059,-3.998667
726_master,13.3,13,2,3.134018,1.52323,-4.048681
728_remaster,13.7,13+,1,4.505179,8.252503,-0.545388
731_remaster,13.2,13,2,5.504907,2.398398,-3.994477
734_expert,13.0,13,1,4.573668,9.732447,-0.615564
734_master,13.9,13+,4,5.004658,-0.747208,-3.092231
736_master,14.3,14,3,3.723287,-11.974308,6.144636
737_master,13.4,13,7,5.624156,11.587817,5.557411
738_master,13.4,13,6,4.902735,4.755423,-3.379653
739_master,13.7,13+,1,7.425483,10.965149,2.009375
740_master,13.9,13+,2,4.268105,2.467537,-4.299375
741_remaster,13.7,13+,0,5.155605,-6.681942,-0.304412
743_remaster,13.3,13,7,5.979579,14.246125,10.165111
745_master,13.9,13+,4,5.068909,-6.358609,-0.795665
746_master,14.8,14+,3,4.96982,-12.878017,9.008134
748_master,13.2,13,6,3.457201,5.053364,-2.681875
749_master,13.1,13,4,5.853578,-5.068529,-3.017365
750_master,14.5,14,0,5.216384,-8.962786,1.434446
751_master,13.2,13,1,4.106734,10.096961,1.741684
753_master,13.8,13+,5,13.859877,17.547516,19.261238
756_remaster,13.8,13+,0,6.34713,-9.549151,3.394084
757_master,14.3,14,3,5.343289,-12.785499,8.796662
759_remaster,13.3,13,4,4.402655,-6.287258,-1.201635
75_master,13.4,13,2,5.281034,3.611155,-4.817749
760_master,14.1,14,4,4.381108,-3.123012,-2.244296
762_master,13.4,13,4,5.322097,-6.412598,-0.507874
763_remaster,13.2,13,6,4.91063,6.98417,-1.893406
764_master,13.3,13,6,5.936857,4.511878,-3.418396
766_master,13.9,13+,2,6.00961,-0.495364,-2.336308
767_master,13.6,13+,2,4.758655,0.015168,-3.097885
769_master,13.7,13+,2,3.409612,1.202585,-4.014395
770_master,13.3,13,1,3.992444,8.391874,-1.273393
771_master,13.9,13+,4,4.457904,-6.014133,-1.046709
772_master,14.1,14,0,3.848886,-9.454506,1.978666
773_master,14.8,14+,3,5.040065,-11.065198,4.637187
775_master,13.3,13,6,3.72915,5.377423,-2.019407
776_master,13.8,13+,5,10.498896,16.314356,15.419049
777_master,14.3,14,4,2.680566,-4.561462,-1.426278
777_remaster,13.8,13+,7,9.98213,14.40272,11.539426
779_expert,13.3,13,4,3.325743,-4.17135,-2.366977
779_master,14.8,14+,3,4.214982,-12.727581,8.212093
781_master,13.3,13,1,5.552524,7.265988,-1.782978
786_master,13.8,13+,7,9.992611,14.920364,10.831356
792_remaster,13.2,13,6,3.061821,5.226633,-3.20251
793_remaster,13.3,13,4,4.755033,-0.894481,-2.556359
794_master,13.2,13,1,5.431623,7.909748,-1.581395
796_master,14.4,14,0,4.446811,-8.163749,-0.073665
797_master,14.2,14,3,4.128323,-11.6913,5.591671
798_master,13.9,13+,4,2.994909,-5.138309,-1.316245
799_expert,13.0,13,2,4.268641,1.004341,-4.281582
799_master,14.8,14+,3,4.643384,-12.241149,5.575725
799_remaster,14.9,14+,3,4.837328,-11.80145,5.420151
800_master,13.5,13,1,4.004744,9.245917,-1.177412
801_master,13.4,13,2,4.719897,3.891613,-3.2995
802_master,13.3,13,5,11.50909,17.699137,16.183054
803_master,14.3,14,0,5.629602,-9.077229,2.942058
803_remaster,14.9,14+,0,8.225473,-9.308872,3.88332
804_master,13.4,13,6,5.656559,4.270552,-2.154391
805_master,13.2,13,4,3.552263,-2.280342,-2.525311
807_master,13.2,13,2,4.980305,3.99842,-3.624014
809_remaster,13.3,13,6,5.289388,6.732213,-1.666115
811_master,13.1,13,1,3.932854,9.083549,-0.328896
812_master,14.4,14,0,4.217899,-7.692137,0.358057
812_remaster,14.8,14+,3,4.098264,-12.672477,7.876601
815_master,13.3,13,7,4.906924,12.509748,7.184673
816_remaster,13.3,13,6,3.77407,6.463066,-2.670192
817_master,13.4,13,2,4.246207,2.132011,-4.350496
818_remaster,13.4,13,2,3.929989,3.128852,-3.862608
819_master,13.4,13,2,3.59198,0.173726,-3.675149
81_remaster,13.2,13,6,4.459408,6.453531,-2.964814
820_master,14.0,14,2,4.19839,2.261916,-3.587048
820_remaster,14.5,14,4,4.839606,-1.911938,-1.864344
821_master,13.6,13+,2,4.12257,2.448833,-4.07988
823_master,13.8,13+,4,4.193807,-5.877032,-0.748987
825_master,14.6,14+,3,4.458141,-12.857519,8.246085
825_remaster,14.8,14+,3,6.247909,-13.198145,9.935253
828_master,13.5,13,5,7.547089,16.894827,20.448465
829_master,13.4,13,4,3.956183,-5.19025,-1.066818
82_master,13.9,13+,1,7.042288,11.345345,3.257394
830_remaster,13.8,13+,0,5.317719,-7.497581,0.150635
831_remaster,13.0,13,6,4.74495,6.655116,-1.663961
833_expert,13.4,13,4,3.711826,-3.359206,-3.000147
833_master,14.8,14+,3,4.314739,-11.761519,5.278507
833_remaster,14.9,14+,0,5.952337,-9.732173,3.312256
834_expert,13.9,13+,0,4.911275,-6.852343,-0.102324
834_master,14.9,14+,3,8.263091,-13.558146,10.690272
835_master,13.4,13,5,11.606557,17.994274,21.061491
836_master,13.9,13+,0,4.245959,-8.171405,0.774432
837_master,13.7,13+,7,7.412355,11.397294,6.957612
838_remaster,13.7,13+,4,3.711548,-5.875827,-1.06357
839_master,13.8,13+,4,4.247177,-5.756252,-0.934948
83_master,13.4,13,1,4.712391,7.843621,-1.460449
840_master,13.8,13+,3,4.254118,-11.82058,5.771972
841_master,13.7,13+,6,3.68497,5.512304,-2.874423
843_master,13.8,13+,4,4.685593,-2.517286,-1.387705
844_master,14.7,14+,3,5.955983,-12.414926,7.193766
848_master,14.0,14,0,4.101102,-7.676873,0.049561
849_expert,13.2,13,4,3.940767,-3.014662,-2.935165
849_master,13.7,13+,6,4.848766,4.593693,-3.482773
850_master,14.2,14,0,7.16727,-6.698914,-0.437415
852_expert,13.1,13,6,4.262236,4.701854,-4.000809
852_master,14.6,14+,3,3.599484,-12.477762,6.904002
853_master,13.0,13,6,3.140596,5.396382,-2.890849
85_master,13.7,13+,7,4.740651,13.020196,8.045429
85_remaster,14.0,14,1,5.141158,7.415054,-1.214372
